,0
0,4.475902523994446
1,4.005809473991394
2,3.925282206535339
3,3.5610179996490476
4,3.4576141238212585
5,3.418733079433441
6,3.149190194606781
7,2.977445981502533
8,2.9348845171928404
9,3.009984052181244
10,3.1079452872276305
11,2.8076284527778625
12,2.6516313624382017
13,2.6875285744667052
14,2.614353220462799
15,2.5877441215515136
16,2.4334206366539
17,2.478043175935745
18,2.433286793231964
19,2.457752332687378
20,2.5691926431655885
21,2.3258940494060516
22,2.3805156791210176
23,2.474334155321121
24,2.5377418184280396
25,2.457245305776596
26,2.397496131658554
27,2.3794029116630555
28,2.3580812609195707
29,2.240517724752426
30,2.3449656844139097
31,2.338204687833786
32,2.527094467878342
33,2.2931893241405485
34,2.468242483139038
35,2.4563797914981844
36,2.5176374912261963
37,2.5068293595314026
38,2.3568396294116973
39,2.4241832768917084
40,2.3720533990859987
41,2.476801050901413
42,2.3514208698272707
43,2.534574600458145
44,2.44962485909462
45,2.409157419204712
46,2.4463180708885193
47,2.4421603727340697
48,2.4914147102832795
49,2.568312462568283
50,2.4736933052539825
51,2.5266761124134063
52,2.45916161775589
53,2.4884203016757964
54,2.541486051082611
55,2.561564860343933
56,2.5854289889335633
57,2.720201449394226
58,2.5230598878860473
59,2.5955168271064757
60,2.809579565525055
61,2.748580330610275
62,2.6348562359809877
63,2.5452726900577547
64,2.7420732498168947
65,2.538744865655899
66,2.80346985578537
67,2.6146242845058443
68,2.8178942584991455
69,2.6350437998771667
70,2.748225247859955
71,2.6475859081745146
72,2.7556605648994448
73,2.820273116827011
74,2.707682572603226
75,2.7981576883792876
76,2.87134995341301
77,2.702530403137207
78,2.927036702632904
79,2.7397305643558503
80,2.634675085544586
81,2.738104531764984
82,2.643475193977356
83,2.636137819290161
84,2.6373010730743407
85,2.609141021966934
86,2.614857326745987
87,2.641733433008194
88,2.6558899867534635
89,2.6287590193748476
90,2.627524652481079
91,2.654875994920731
92,2.6054509150981904
93,2.6725027549266813
94,2.602563191652298
95,2.6180435180664063
96,2.6150381708145143
97,2.638460729122162
98,2.6151039576530457
99,2.6220717322826386
100,2.612043011188507
101,2.6093574941158293
102,2.596666944026947
103,2.6183557045459747
104,2.6201713621616363
105,2.626558151245117
106,2.598429700136185
107,2.6202731680870057
108,2.624264714717865
109,2.6072753357887266
110,2.6214313888549805
111,2.6156806111335755
112,2.5950985753536226
113,2.6074886560440063
114,2.606177409887314
115,2.610787047147751
116,2.594558970928192
117,2.6066808927059175
118,2.6088382875919343
119,2.6069292211532593
120,2.594772115945816
121,2.5952079558372496
122,2.6071817553043366
123,2.6095924091339113
124,2.589792811870575
125,2.5867426061630248
126,2.5919186866283415
127,2.599216675758362
128,2.5992714846134186
129,2.5919987082481386
130,2.597623564004898
131,2.590212516784668
132,2.601758852005005
133,2.5943366467952726
134,2.597394571304321
135,2.593787692785263
136,2.5839063036441803
137,2.5799596881866456
138,2.5827256560325624
139,2.593170725107193
140,2.5789020705223082
141,2.5882664632797243
142,2.5831427478790285
143,2.5882948088645934
144,2.594488053321838
145,2.582586486339569
146,2.5858499693870542
147,2.5845968294143677
148,2.5908360254764555
149,2.583307911157608
150,2.5917626416683195
151,2.5789388382434844
152,2.582926368713379
153,2.5722917878627776
154,2.581101733446121
155,2.595363721847534
156,2.5800279080867767
157,2.588348058462143
158,2.5784124314785
159,2.5880501472949984
160,2.584772243499756
161,2.5833873915672303
162,2.569415352344513
163,2.5725449323654175
164,2.579012916088104
165,2.579789152145386
166,2.5987766897678375
167,2.5682431149482725
168,2.5723983120918272
169,2.5727303576469422
170,2.5710750567913054
171,2.5794665944576263
172,2.5818235623836516
173,2.5743491148948667
174,2.5709676861763002
175,2.586304827928543
176,2.5773683190345764
177,2.5818460416793823
178,2.5726174938678743
179,2.5752452433109285
180,2.5827256655693054
181,2.564827123880386
182,2.5784060049057005
183,2.593493050336838
184,2.579983260631561
185,2.5654909563064576
186,2.5841256844997407
187,2.5830865085124968
188,2.579901291131973
189,2.569479876756668
190,2.5671673393249512
191,2.580767947435379
192,2.582222980260849
193,2.573483922481537
194,2.568676909208298
195,2.5792122173309324
196,2.5784001290798186
197,2.582477570772171
198,2.581250103712082
199,2.5761944472789766
200,2.582409393787384
201,2.5743386125564576
202,2.5878589332103727
203,2.578089344501495
204,2.5679236948490143
205,2.573626629114151
206,2.5774881756305694
207,2.568358739614487
208,2.577639000415802
209,2.5822098171710968
210,2.57329798579216
211,2.5911304426193236
212,2.5723594069480895
213,2.579856425523758
214,2.570902765989304
215,2.57195130944252
216,2.5716640996932982
217,2.576457449197769
218,2.5855460000038146
219,2.5803953874111176
220,2.589664295911789
221,2.583563418388367
222,2.577008056640625
223,2.571223933696747
224,2.572702145576477
225,2.5705887305736543
226,2.573588547706604
227,2.5724843275547027
228,2.5814946663379668
229,2.5683720254898073
230,2.5755559480190278
231,2.5745884871482847
232,2.5747449910640716
233,2.571378254890442
234,2.5850523579120637
235,2.574759488105774
236,2.577627739906311
237,2.57370064496994
238,2.5782743203639984
239,2.5718488454818726
240,2.572881395816803
241,2.581405347585678
242,2.5785776591300964
243,2.5678224289417266
244,2.5701212382316587
245,2.5839434361457823
246,2.572445296049118
247,2.5789976000785826
248,2.5662889111042024
249,2.5723783016204833
250,2.564270523786545
251,2.560297585725784
252,2.5653215622901917
253,2.5649559438228606
254,2.562322995662689
255,2.554664969444275
256,2.568727277517319
257,2.5756734240055086
258,2.5786434376239775
259,2.5814558446407316
260,2.570487780570984
261,2.5883394145965575
262,2.567927143573761
263,2.5717501139640806
264,2.561406751871109
265,2.554680984020233
266,2.563765459060669
267,2.5732115972042084
268,2.5685439801216123
269,2.5548645198345183
270,2.568167390823364
271,2.55671044588089
272,2.551129560470581
273,2.5591284096241
274,2.55314647436142
275,2.5609035336971284
276,2.5574416732788086
277,2.5503306078910826
278,2.557780435085297
279,2.5503116393089296
280,2.556056225299835
281,2.5457698380947114
282,2.5464800918102264
283,2.5489287400245666
284,2.5473723459243773
285,2.545512264966965
286,2.5470665955543517
287,2.5454664826393127
288,2.526990931034088
289,2.5476559197902677
290,2.5409307682514193
291,2.5546490073204042
292,2.542925671339035
293,2.5407161152362825
294,2.52392657995224
295,2.5381018316745756
296,2.5392940533161164
297,2.5277696776390077
298,2.5134512829780578
299,2.531695166826248
300,2.5215132534503937
301,2.5346581923961637
302,2.5339437997341157
303,2.5293533146381377
304,2.5209391891956328
305,2.525119571685791
306,2.526549265384674
307,2.5161567974090575
308,2.505671068429947
309,2.5263861238956453
310,2.5294276130199433
311,2.523340219259262
312,2.512635340690613
313,2.5325281834602356
314,2.533821153640747
315,2.5204486119747163
316,2.507710474729538
317,2.51744531750679
318,2.517590724229813
319,2.5128382098674775
320,2.5079239189624785
321,2.4889426708221434
322,2.4997100830078125
323,2.4972456526756286
324,2.4968467533588408
325,2.513199657201767
326,2.4933331072330476
327,2.5091707205772398
328,2.504898239374161
329,2.4953261613845825
330,2.491242605447769
331,2.4934347188472747
332,2.488357093334198
333,2.485091186761856
334,2.4958218908309937
335,2.462417175769806
336,2.4784918439388277
337,2.4884551429748534
338,2.4829310464859007
339,2.4854730117321013
340,2.478786246776581
341,2.4740886127948762
342,2.481172376871109
343,2.478672744035721
344,2.459091657400131
345,2.4697659504413605
346,2.4746023857593538
347,2.4808762001991274
348,2.483712502717972
349,2.478726749420166
350,2.477203378677368
351,2.470690280199051
352,2.4684630250930786
353,2.463146913051605
354,2.4662659800052644
355,2.4647144961357115
356,2.468034814596176
357,2.441938486099243
358,2.4653158938884734
359,2.4684797704219816
360,2.440374102592468
361,2.4313231444358827
362,2.4325696444511413
363,2.450306005477905
364,2.436154283285141
365,2.4495740962028503
366,2.429559725522995
367,2.427873502969742
368,2.4407379531860354
369,2.44722256064415
370,2.450230360031128
371,2.439933030605316
372,2.4237317454814913
373,2.4190609002113344
374,2.4313538014888763
375,2.423793488740921
376,2.4450009942054747
377,2.4498936247825625
378,2.4316873896121978
379,2.4252268624305726
380,2.423938467502594
381,2.5567231142520903
382,3.2395572233200074
383,3.0570994424819946
384,2.9426204109191896
385,2.7832056641578675
386,3.2521048307418825
387,2.832788224220276
388,2.9796924924850465
389,2.883602499961853
390,3.070888023376465
391,2.9777294826507568
392,2.975194289684296
393,2.944741005897522
394,2.8227130508422853
395,3.0015980648994445
396,3.091718969345093
397,2.8800828576087953
398,2.868345618247986
399,3.089696321487427
400,2.977070732116699
401,3.0126600956916807
402,2.958005564212799
403,2.870143177509308
404,2.854798309803009
405,2.8704938280582426
406,2.820411901473999
407,2.783632118701935
408,2.853318061828613
409,2.735816087722778
410,2.947465193271637
411,2.8284294140338897
412,2.9048493456840516
413,3.127782454490662
414,2.7837846660614014
415,2.9453837966918943
416,2.716008150577545
417,2.8402750492095947
418,2.873483214378357
419,2.828578996658325
420,3.0948469853401184
421,2.7738573145866394
422,2.740015077590942
423,3.0362970066070556
424,2.831777799129486
425,2.925540599822998
426,2.836165421009064
427,2.8787450766563416
428,2.8074653673172
429,2.9499569725990296
430,2.749972128868103
431,2.9146667957305907
432,2.904386594295502
433,2.6530356073379515
434,2.710877808332443
435,2.7769078958034514
436,2.7532928156852723
437,2.6043328607082366
438,2.56244122505188
439,2.6409955048561096
440,2.5496537256240845
441,2.5724410891532896
442,2.5441476845741273
443,2.556547554731369
444,2.5410946202278137
445,2.6003641748428343
446,2.5268159031867983
447,2.5349331426620485
448,2.5343736565113066
449,2.5214390444755552
450,2.5162139451503753
451,2.5140784776210783
452,2.4910236728191375
453,2.5043213284015655
454,2.5052768540382386
455,2.506180554628372
456,2.51870921254158
457,2.5089992451667786
458,2.492058273553848
459,2.4754499697685244
460,2.497948715686798
461,2.47864516377449
462,2.4543273532390595
463,2.4751582622528074
464,2.4828561985492708
465,2.4755747008323667
466,2.4697295796871184
467,2.456330568790436
468,2.4580979108810426
469,2.4659832906723023
470,2.4653180277347566
471,2.460218143463135
472,2.453753145933151
473,2.4395855379104616
474,2.4378650438785554
475,2.4439160776138307
476,2.4392563772201536
477,2.442546887397766
478,2.431648931503296
479,2.4144553458690643
480,2.4296811068058015
481,2.423994609117508
482,2.4077225708961487
483,2.4149725329875946
484,2.414489390850067
485,2.4165940260887147
486,2.422506399154663
487,2.4053577148914336
488,2.3967570650577543
489,2.398622626066208
490,2.40545817732811
491,2.3927758646011354
492,2.391061989068985
493,2.402416559457779
494,2.4062550234794617
495,2.3961436450481415
496,2.37963853597641
497,2.3850217127799986
498,2.3839766645431517
499,2.372719979286194
